chr	B	bias	conv	pGC	pop	mType	dataset
chr6	0.410653826442726	2.3532511774917	OK	0.424407021136769	TSI	TS (CpG+)	TS (CpG-)
chr7	0.503388556735187	2.26811836312509	OK	0.438878376403541	TSI	TS (CpG+)	TS (CpG-)
chr8	0.35711280745064	2.3341880509821	OK	0.429617093856315	TSI	TS (CpG+)	TS (CpG-)
chr9	0.65589943856262	2.23364056796165	OK	0.44605129297577	TSI	TS (CpG+)	TS (CpG-)
chr10	0.409914897892911	2.35792072860369	OK	0.449902399223326	TSI	TS (CpG+)	TS (CpG-)
chr11	0.459794849851155	2.33381070607306	OK	0.447976908828988	TSI	TS (CpG+)	TS (CpG-)
chr12	0.490799356690857	2.33431021748989	OK	0.434157991050679	TSI	TS (CpG+)	TS (CpG-)
chr13	0.451032393582233	2.39594742605647	OK	0.415182093052037	TSI	TS (CpG+)	TS (CpG-)
chr14	0.50365621441861	2.25202227848745	OK	0.438072892141982	TSI	TS (CpG+)	TS (CpG-)
chr15	0.691065343871335	2.17610364238542	OK	0.447401804602382	TSI	TS (CpG+)	TS (CpG-)
chr16	0.850190996437148	2.38198912902328	OK	0.47984036724148	TSI	TS (CpG+)	TS (CpG-)
chr17	0.635099656797414	2.40623026073363	OK	0.492595972533831	TSI	TS (CpG+)	TS (CpG-)
chr18	0.321992230315986	2.33468407205336	OK	0.429128487765801	TSI	TS (CpG+)	TS (CpG-)
chr19	0.726452252116098	2.53531216722015	OK	0.524429603090355	TSI	TS (CpG+)	TS (CpG-)
chr20	0.756418563013145	2.45959010086999	OK	0.47638205082459	TSI	TS (CpG+)	TS (CpG-)
chr21	0.567126488388077	2.32147225574335	OK	0.456947686698326	TSI	TS (CpG+)	TS (CpG-)
chr22	0.681490371637638	2.49677864620862	OK	0.522782185666667	TSI	TS (CpG+)	TS (CpG-)
chr1	0.533971945812764	2.49765467190347	OK	0.449260703433761	CHB	TS (CpG+)	TS (CpG-)
chr2	0.402393593018771	2.12810728886658	OK	0.433445203840091	CHB	TS (CpG+)	TS (CpG-)
chr3	0.464322267234989	2.19612952318774	OK	0.416750135986469	CHB	TS (CpG+)	TS (CpG-)
chr4	0.387947598205746	2.34421698546482	OK	0.405713763293546	CHB	TS (CpG+)	TS (CpG-)
chr5	0.393437381823893	2.20470299012407	OK	0.424044226547087	CHB	TS (CpG+)	TS (CpG-)
chr6	0.444481620700327	2.41195364443045	OK	0.42432106960843	CHB	TS (CpG+)	TS (CpG-)
chr7	0.546655222082314	2.27018510311544	OK	0.438305590287339	CHB	TS (CpG+)	TS (CpG-)
chr8	0.390428737184327	2.26714671904891	OK	0.43009188641016	CHB	TS (CpG+)	TS (CpG-)
chr9	0.550490355450116	2.08864550466004	OK	0.445744478299071	CHB	TS (CpG+)	TS (CpG-)
chr10	0.346414049993045	2.30493259891472	OK	0.44953650802563	CHB	TS (CpG+)	TS (CpG-)
chr11	0.507679892998122	2.23309998786672	OK	0.447936471927053	CHB	TS (CpG+)	TS (CpG-)
chr12	0.332398264960528	2.21530139170429	OK	0.434495018037731	CHB	TS (CpG+)	TS (CpG-)
chr13	0.443168821011621	2.23332680075199	OK	0.41632445950649	CHB	TS (CpG+)	TS (CpG-)
chr14	0.536194227970645	2.17814030822577	OK	0.438490609527838	CHB	TS (CpG+)	TS (CpG-)
chr15	0.529669608656022	2.10870247164477	OK	0.447155678361279	CHB	TS (CpG+)	TS (CpG-)
chr16	0.777889538575053	2.31953367406027	OK	0.478284678116463	CHB	TS (CpG+)	TS (CpG-)
chr17	0.631293830059982	2.30372305073437	OK	0.490466144286676	CHB	TS (CpG+)	TS (CpG-)
chr18	0.453038941430252	2.21711102265989	OK	0.429361096211884	CHB	TS (CpG+)	TS (CpG-)
chr19	0.581155205466233	2.39779706502642	OK	0.521317348546763	CHB	TS (CpG+)	TS (CpG-)
chr20	0.457251428952699	2.37755316192218	OK	0.474887498187079	CHB	TS (CpG+)	TS (CpG-)
chr21	0.567557199956289	2.27856605775398	OK	0.455579726647807	CHB	TS (CpG+)	TS (CpG-)
chr22	0.809107577174731	2.38384568531945	OK	0.522753879498575	CHB	TS (CpG+)	TS (CpG-)
chr1	0.494622002234907	1.97479300097988	OK	0.410290134551131	YRI	TV (CpG-)	TS (CpG+)
chr2	0.558929970209399	1.88229259115724	OK	0.397773753979045	YRI	TV (CpG-)	TS (CpG+)
chr3	0.525684790043571	1.77646226431566	OK	0.387846759239608	YRI	TV (CpG-)	TS (CpG+)
chr4	0.501059833230652	1.87542513666218	OK	0.375546887901391	YRI	TV (CpG-)	TS (CpG+)
chr5	0.533418999168907	1.87278561753739	OK	0.388581357180729	YRI	TV (CpG-)	TS (CpG+)
chr6	0.620569454720155	2.16154527664388	OK	0.389660999547971	YRI	TV (CpG-)	TS (CpG+)
chr7	0.800392000921383	2.22970552456375	OK	0.397790008971034	YRI	TV (CpG-)	TS (CpG+)
chr8	0.388598928746899	1.83880141563109	OK	0.396610978212938	YRI	TV (CpG-)	TS (CpG+)
chr9	0.667637120055753	1.83322945359093	OK	0.403419921942384	YRI	TV (CpG-)	TS (CpG+)
chr10	0.42910416881124	1.99408725410315	OK	0.411145380463524	YRI	TV (CpG-)	TS (CpG+)
chr11	0.616051688752386	1.85594137010147	OK	0.40892537134754	YRI	TV (CpG-)	TS (CpG+)
chr12	0.435099444675013	1.89867939263123	OK	0.397030615232237	YRI	TV (CpG-)	TS (CpG+)
chr13	0.590795450975982	2.01592421263353	OK	0.379012024688818	YRI	TV (CpG-)	TS (CpG+)
chr14	0.453799572008909	1.88255789152026	OK	0.401306913356862	YRI	TV (CpG-)	TS (CpG+)
chr15	0.751239849820528	1.79912067560585	OK	0.417029479736473	YRI	TV (CpG-)	TS (CpG+)
chr16	0.726858522942291	1.85520999869262	OK	0.442344174832068	YRI	TV (CpG-)	TS (CpG+)
chr17	0.654123190075193	2.07539165771784	OK	0.449184342534465	YRI	TV (CpG-)	TS (CpG+)
chr18	0.468946423287648	1.92125551457142	OK	0.392752642933091	YRI	TV (CpG-)	TS (CpG+)
chr19	0.368120565319526	2.19481515391475	OK	0.483190547731923	YRI	TV (CpG-)	TS (CpG+)
chr20	0.609748244569297	1.99279590771142	OK	0.438600176459479	YRI	TV (CpG-)	TS (CpG+)
chr21	0.694644833703246	2.07864565426314	OK	0.401841757176769	YRI	TV (CpG-)	TS (CpG+)
chr22	0.44951190948079	2.16178334210528	OK	0.486409798302062	YRI	TV (CpG-)	TS (CpG+)
chr1	0.126041625260808	1.83743999303561	OK	0.410537686647489	TSI	TV (CpG-)	TS (CpG+)
chr2	0.36603429196912	1.85746330312544	OK	0.397982594685792	TSI	TV (CpG-)	TS (CpG+)
chr3	0.403851914675453	1.82829635041874	OK	0.388389702900208	TSI	TV (CpG-)	TS (CpG+)
chr4	0.334951887459969	1.92073673475765	OK	0.376432669005312	TSI	TV (CpG-)	TS (CpG+)
chr5	0.416979841336606	1.97305368004059	OK	0.389522801197846	TSI	TV (CpG-)	TS (CpG+)
chr6	0.351340329787515	1.94261099348327	OK	0.390888404429471	TSI	TV (CpG-)	TS (CpG+)
chr7	0.450866083421257	2.04142147127303	OK	0.398718474252047	TSI	TV (CpG-)	TS (CpG+)
chr8	0.42719653713246	1.89225771620033	OK	0.396805109626908	TSI	TV (CpG-)	TS (CpG+)
chr9	0.626049231755502	1.90377573545319	OK	0.402532329740999	TSI	TV (CpG-)	TS (CpG+)
chr10	0.32947597901259	2.09109786044663	OK	0.412690650100054	TSI	TV (CpG-)	TS (CpG+)
chr11	0.507974480234345	1.89698296580353	OK	0.408574104397303	TSI	TV (CpG-)	TS (CpG+)
chr12	0.319422883954154	1.94288020204084	OK	0.397738906149621	TSI	TV (CpG-)	TS (CpG+)
chr13	0.373014683873329	1.93282228870812	OK	0.378983824026365	TSI	TV (CpG-)	TS (CpG+)
chr14	0.351792956360399	1.87387253061953	OK	0.400718971530812	TSI	TV (CpG-)	TS (CpG+)
chr15	0.525510324143175	1.80774527743065	OK	0.416301252629998	TSI	TV (CpG-)	TS (CpG+)
chr16	0.472006550882735	1.86251857315079	OK	0.440648079034749	TSI	TV (CpG-)	TS (CpG+)
chr17	0.582338901789872	2.09153111342605	OK	0.452000349904206	TSI	TV (CpG-)	TS (CpG+)
chr18	0.410838281937483	1.99651189680075	OK	0.393700996833038	TSI	TV (CpG-)	TS (CpG+)
chr19	0.0818205011260121	2.19663513906753	OK	0.48468015687644	TSI	TV (CpG-)	TS (CpG+)
chr20	0.516639549297474	2.00272316362039	OK	0.438075330208061	TSI	TV (CpG-)	TS (CpG+)
chr21	0.39275402378693	2.11463737971399	OK	0.404961936715416	TSI	TV (CpG-)	TS (CpG+)
chr22	0.445735581469812	2.09057578416371	OK	0.485209268398461	TSI	TV (CpG-)	TS (CpG+)
chr1	0.0313991600035812	1.88033814315888	OK	0.41133601391521	CHB	TV (CpG-)	TS (CpG+)
chr2	0.376978350265211	1.90850963871944	OK	0.397849367887143	CHB	TV (CpG-)	TS (CpG+)
chr3	0.380410745276719	1.77052389251356	OK	0.38903048437542	CHB	TV (CpG-)	TS (CpG+)
chr4	0.277830787669023	1.89241657060248	OK	0.375948843114599	CHB	TV (CpG-)	TS (CpG+)
chr5	0.444301722727569	1.92770040491669	OK	0.389261836741083	CHB	TV (CpG-)	TS (CpG+)
chr6	0.340158514581346	1.92608586485455	OK	0.39070039911554	CHB	TV (CpG-)	TS (CpG+)
chr7	0.387528681075832	1.98145227118559	ERROR: ABNORMAL_TERMINATION_IN_LNSRCH	0.397824358906548	CHB	TV (CpG-)	TS (CpG+)
chr8	0.334973642996195	1.83263599971787	OK	0.397199238592822	CHB	TV (CpG-)	TS (CpG+)
chr9	0.64332959371189	1.88176026109115	OK	0.402745596470975	CHB	TV (CpG-)	TS (CpG+)
chr10	0.287806440361584	2.00172750826589	OK	0.41279351665989	CHB	TV (CpG-)	TS (CpG+)
chr11	0.47488016820632	1.92989161823171	OK	0.408072375168245	CHB	TV (CpG-)	TS (CpG+)
chr12	0.33657831551234	1.96234528570987	OK	0.397367698121598	CHB	TV (CpG-)	TS (CpG+)
chr13	0.364166616859066	1.93509651954119	OK	0.378673148480818	CHB	TV (CpG-)	TS (CpG+)
chr14	0.236401971616611	1.96407270276081	OK	0.400771186087543	CHB	TV (CpG-)	TS (CpG+)
chr15	0.524972784504721	1.80886530934143	OK	0.416377118078956	CHB	TV (CpG-)	TS (CpG+)
chr16	0.435228907571313	1.86077802888588	OK	0.440333333638981	CHB	TV (CpG-)	TS (CpG+)
chr17	0.455533000416168	2.11863303660106	OK	0.451550572318683	CHB	TV (CpG-)	TS (CpG+)
chr18	0.370480193317547	1.97682507772922	OK	0.394096899024438	CHB	TV (CpG-)	TS (CpG+)
chr19	0.299890250174468	2.18113456343258	OK	0.481801873471444	CHB	TV (CpG-)	TS (CpG+)
chr20	0.316294192936487	1.93008541056705	OK	0.437432532323986	CHB	TV (CpG-)	TS (CpG+)
chr21	0.477051188341499	2.1542294572951	OK	0.40232306952268	CHB	TV (CpG-)	TS (CpG+)
chr22	0.484675181101462	2.11735118994842	OK	0.485683892618626	CHB	TV (CpG-)	TS (CpG+)
